CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Trans_Ct,Avg_Utilization_Ratio,Quarter,Year
778857108,Existing Customer,52,F,3,Graduate,Married,$40K - $60K,Blue,45,3,5,0,3900,1473,3900,63,0.38,none,2019
778908783,Existing Customer,52,M,3,College,Married,$80K - $120K,Gold,33,3,3,4,27751,1018,26733,25,0.037,none,2018
778908783,Existing Customer,52,M,3,College,Married,$80K - $120K,Gold,45,3,4,4,27751,1314,26733,113,0.05,none,2019
779299233,Existing Customer,52,F,1,Graduate,Single,$40K - $60K,Silver,34,3,2,2,13109,1375,11734,73,0.105,none,2018
779299233,Existing Customer,52,F,1,Graduate,Single,$40K - $60K,Silver,46,3,6,2,13109,1183,11734,31,0.09,none,2019
779456508,Existing Customer,52,M,2,Graduate,Single,$60K - $80K,Silver,34,2,1,1,4813,0,4813,91,0,none,2018
779456508,Existing Customer,52,M,2,Graduate,Single,$60K - $80K,Silver,46,2,1,1,4813,1388,4813,100,0.29,none,2019
779713608,Existing Customer,52,M,2,High School,Married,Less than $40K,Blue,48,5,2,2,2981,1175,1623,47,0.39,none,2019
779713608,Existing Customer,52,M,2,High School,Married,Less than $40K,Blue,36,5,1,2,2981,1358,1623,30,0.456,none,2018
779759058,Existing Customer,52,M,0,Graduate,Single,$40K - $60K,Blue,41,6,3,2,3386,1794,1592,40,0.53,none,2018
779759058,Existing Customer,52,M,0,Graduate,Single,$40K - $60K,Blue,53,6,5,2,3386,595,1592,55,0.18,none,2019
779922183,Existing Customer,52,F,1,High School,Married,Less than $40K,Blue,48,2,1,2,2253,904,272,118,0.4,none,2019
779922183,Existing Customer,52,F,1,High School,Married,Less than $40K,Blue,36,2,2,2,2253,1981,272,81,0.879,none,2018
780108408,Existing Customer,52,M,2,Graduate,Married,$80K - $120K,Platinum,37,1,3,1,34516,1369,33147,82,0.04,none,2018
780108408,Attrited Customer,52,M,2,Graduate,Married,$80K - $120K,Platinum,49,1,0,1,34516,1082,33147,49,0.03,Q2,2019
780277458,Existing Customer,52,F,2,Graduate,Single,Less than $40K,Blue,50,2,1,3,2904,1206,387,122,0.42,none,2019
780277458,Existing Customer,52,F,2,Graduate,Single,Less than $40K,Blue,38,2,2,3,2904,2517,387,89,0.867,none,2018
785055108,Existing Customer,52,M,0,Graduate,Single,$60K - $80K,Silver,46,4,2,4,10817,1142,9675,60,0.106,none,2018
785055108,Attrited Customer,52,M,0,Graduate,Single,$60K - $80K,Silver,58,4,1,4,10817,1331,9675,27,0.12,Q2,2019
787268733,Existing Customer,52,F,1,Graduate,Married,Less than $40K,Blue,58,5,5,2,2442,618,935,29,0.25,none,2019
787268733,Existing Customer,52,F,1,Graduate,Married,Less than $40K,Blue,46,5,1,2,2442,1507,935,85,0.617,none,2018
787301208,Existing Customer,52,M,2,Uneducated,Divorced,Less than $40K,Blue,58,5,2,1,1600,534,1438.3,64,0.33,none,2019
787301208,Existing Customer,52,M,2,Uneducated,Divorced,Less than $40K,Blue,46,5,1,1,1438.3,0,1438.3,74,0,none,2018
787441383,Existing Customer,52,F,0,Graduate,Married,Less than $40K,Blue,49,3,5,2,1793,602,509,39,0.34,none,2019
787441383,Existing Customer,52,F,0,Graduate,Married,Less than $40K,Blue,37,3,1,2,1793,1284,509,62,0.716,none,2018
787500333,Existing Customer,52,M,2,College,Single,$60K - $80K,Silver,40,6,1,3,8695,1407,7288,58,0.162,none,2018
787500333,Attrited Customer,52,M,2,College,Single,$60K - $80K,Silver,52,6,0,3,8695,574,7288,53,0.07,Q4,2019
787504158,Attrited Customer,52,F,0,College,Married,$40K - $60K,Blue,36,4,0,2,2570,502,340,82,0.2,Q2,2019
787557258,Existing Customer,52,F,2,Graduate,Single,$40K - $60K,Blue,54,5,4,2,2000,1155,1816,42,0.58,none,2019
787557258,Existing Customer,52,F,2,Graduate,Single,$40K - $60K,Blue,42,5,3,2,1816,0,1816,78,0,none,2018
787999533,Existing Customer,52,M,2,Graduate,Divorced,$60K - $80K,Silver,44,4,2,2,6617,2517,4100,68,0.38,none,2018
787999533,Existing Customer,52,M,2,Graduate,Divorced,$60K - $80K,Silver,56,4,3,2,6617,423,4100,30,0.06,none,2019
788752833,Existing Customer,52,F,2,High School,Divorced,Less than $40K,Blue,44,6,0,4,2427,1094,846,106,0.45,none,2019
788752833,Existing Customer,52,F,2,High School,Divorced,Less than $40K,Blue,32,6,3,4,2427,1581,846,69,0.651,none,2018
788811558,Attrited Customer,52,F,1,High School,Married,Less than $40K,Blue,47,1,5,3,1959,1151,937,93,0.59,Q3,2019
788811558,Existing Customer,52,F,1,High School,Married,Less than $40K,Blue,35,1,3,3,1959,1022,937,65,0.522,none,2018
788885133,Existing Customer,52,F,3,Graduate,Divorced,$40K - $60K,Silver,54,6,5,1,12675,1100,10253,75,0.09,none,2019
788885133,Existing Customer,52,F,3,Graduate,Divorced,$40K - $60K,Silver,42,6,1,1,12675,2422,10253,63,0.191,none,2018
789186858,Existing Customer,52,M,1,Graduate,Married,$80K - $120K,Platinum,41,2,5,1,33256,928,32328,97,0.028,none,2018
789186858,Attrited Customer,52,M,1,Graduate,Married,$80K - $120K,Platinum,53,2,1,1,33256,914,32328,61,0.03,Q1,2019
789362058,Existing Customer,52,M,4,College,Married,$60K - $80K,Silver,42,3,2,0,5693,0,5693,64,0,none,2018
789362058,Attrited Customer,52,M,4,College,Married,$60K - $80K,Silver,54,3,2,0,5693,755,5693,80,0.13,Q2,2019
789520533,Existing Customer,52,M,2,Graduate,Married,$80K - $120K,Gold,44,6,3,2,26174,1864,24310,65,0.071,none,2018
789520533,Attrited Customer,52,M,2,Graduate,Married,$80K - $120K,Gold,56,6,3,2,26174,1235,24310,116,0.05,Q2,2019
789535233,Existing Customer,52,M,1,Graduate,Single,$80K - $120K,Platinum,44,2,1,2,34516,1618,32898,109,0.047,none,2018
789535233,Existing Customer,52,M,1,Graduate,Single,$80K - $120K,Platinum,56,2,5,2,34516,670,32898,38,0.02,none,2019
789551883,Existing Customer,52,F,1,Graduate,Single,$40K - $60K,Silver,45,1,1,2,14803,985,13818,87,0.067,none,2018
789551883,Existing Customer,52,F,1,Graduate,Single,$40K - $60K,Silver,57,1,2,2,14803,400,13818,55,0.03,none,2019
789556533,Existing Customer,52,M,4,Graduate,Married,$80K - $120K,Gold,45,2,2,3,23070,1701,21369,81,0.074,none,2018
789556533,Existing Customer,52,M,4,Graduate,Married,$80K - $120K,Gold,57,2,3,3,23070,508,21369,38,0.02,none,2019
789893808,Existing Customer,52,M,3,Graduate,Married,$120K +,Platinum,42,6,2,3,34516,1230,33286,38,0.036,none,2018
789893808,Existing Customer,52,M,3,Graduate,Married,$120K +,Platinum,54,6,1,3,34516,381,33286,93,0.01,none,2019
790021233,Existing Customer,52,F,2,Uneducated,Married,Less than $40K,Blue,56,3,0,2,2300,571,702,32,0.25,none,2019
790021233,Existing Customer,52,F,2,Uneducated,Married,Less than $40K,Blue,44,3,3,2,2300,1598,702,84,0.695,none,2018
794253108,Existing Customer,52,M,1,Graduate,Single,$40K - $60K,Silver,46,3,3,2,13090,0,13090,78,0,none,2018
794253108,Existing Customer,52,M,1,Graduate,Single,$40K - $60K,Silver,58,3,3,2,13090,884,13090,119,0.07,none,2019
794530608,Existing Customer,52,M,2,Post-Graduate,Married,$80K - $120K,Gold,34,2,2,3,27229,0,27229,120,0,none,2018
794530608,Existing Customer,52,M,2,Post-Graduate,Married,$80K - $120K,Gold,46,2,2,3,27229,993,27229,85,0.04,none,2019
794567133,Existing Customer,52,F,2,High School,Single,Less than $40K,Blue,47,5,1,3,2000,950,1146,82,0.48,none,2019
794567133,Existing Customer,52,F,2,High School,Single,Less than $40K,Blue,35,5,2,3,1954,808,1146,70,0.414,none,2018
794581533,Existing Customer,52,M,2,College,Single,$40K - $60K,Blue,37,4,3,3,2749,1380,1369,90,0.502,none,2018
794581533,Existing Customer,52,M,2,College,Single,$40K - $60K,Blue,49,4,6,3,2749,639,1369,86,0.23,none,2019
794771208,Existing Customer,52,M,1,College,Married,$40K - $60K,Blue,58,5,0,2,2735,1428,793,29,0.52,none,2019
794771208,Existing Customer,52,M,1,College,Married,$40K - $60K,Blue,46,5,1,2,2735,1942,793,66,0.71,none,2018
796174983,Existing Customer,52,M,2,College,Married,$80K - $120K,Gold,46,2,3,3,25737,1168,24569,94,0.045,none,2018
796174983,Existing Customer,52,M,2,College,Married,$80K - $120K,Gold,58,2,4,3,25737,1401,24569,122,0.05,none,2019
796196733,Existing Customer,52,F,2,Graduate,Single,$40K - $60K,Blue,46,4,2,3,4259,0,4259,80,0,none,2018
796196733,Attrited Customer,52,F,2,Graduate,Single,$40K - $60K,Blue,58,4,4,3,4259,1362,4259,56,0.32,Q3,2019
797488158,Existing Customer,52,M,2,High School,Married,$60K - $80K,Silver,46,5,3,0,14316,1081,13235,36,0.076,none,2018
797488158,Existing Customer,52,M,2,High School,Married,$60K - $80K,Silver,58,5,0,0,14316,957,13235,52,0.07,none,2019
797998158,Existing Customer,52,M,3,College,Married,$60K - $80K,Silver,46,4,1,2,4555,0,4555,66,0,none,2018
797998158,Attrited Customer,52,M,3,College,Married,$60K - $80K,Silver,58,4,2,2,4555,1126,4555,66,0.25,Q2,2019
798699033,Existing Customer,52,F,2,Graduate,Single,$40K - $60K,Silver,46,3,3,3,8961,1382,7579,80,0.154,none,2018
798699033,Existing Customer,52,F,2,Graduate,Single,$40K - $60K,Silver,58,3,4,3,8961,586,7579,111,0.07,none,2019
801385458,Existing Customer,52,M,1,Graduate,Married,$60K - $80K,Silver,46,5,2,4,8596,2019,6577,80,0.235,none,2018
801385458,Existing Customer,52,M,1,Graduate,Married,$60K - $80K,Silver,58,5,3,4,8596,1492,6577,55,0.17,none,2019
801516183,Existing Customer,52,F,1,Graduate,Married,$40K - $60K,Blue,46,3,3,3,3231,2215,1016,90,0.686,none,2018
801516183,Existing Customer,52,F,1,Graduate,Married,$40K - $60K,Blue,58,3,3,3,3231,689,1016,94,0.21,none,2019
803665983,Attrited Customer,52,M,0,College,Married,$40K - $60K,Blue,58,3,4,4,2742,1072,558,88,0.39,Q3,2019
803665983,Existing Customer,52,M,0,College,Married,$40K - $60K,Blue,46,3,2,4,2742,2184,558,72,0.796,none,2018
803952408,Existing Customer,52,F,3,High School,Married,$40K - $60K,Blue,59,6,1,2,2516,653,1030,114,0.26,none,2019
803952408,Existing Customer,52,F,3,High School,Married,$40K - $60K,Blue,47,6,3,2,2516,1486,1030,77,0.591,none,2018
803957508,Existing Customer,52,M,2,Graduate,Married,$80K - $120K,Gold,47,6,1,3,15904,1024,14880,33,0.064,none,2018
803957508,Existing Customer,52,M,2,Graduate,Married,$80K - $120K,Gold,59,6,5,3,15904,540,14880,44,0.03,none,2019
805543158,Existing Customer,52,M,3,Graduate,Married,$60K - $80K,Silver,47,5,3,3,11086,2207,8879,40,0.199,none,2018
805543158,Existing Customer,52,M,3,Graduate,Married,$60K - $80K,Silver,59,5,0,3,11086,322,8879,106,0.03,none,2019
806219808,Existing Customer,52,M,3,Graduate,Married,$60K - $80K,Silver,47,5,6,3,5119,1972,3147,88,0.385,none,2018
806219808,Attrited Customer,52,M,3,Graduate,Married,$60K - $80K,Silver,59,5,4,3,5119,732,3147,43,0.14,Q3,2019
806264958,Existing Customer,52,F,2,High School,Single,$40K - $60K,Silver,59,5,0,3,7030,1251,6036,30,0.18,none,2019
806264958,Existing Customer,52,F,2,High School,Single,$40K - $60K,Silver,47,5,2,3,7030,994,6036,69,0.141,none,2018
806392908,Existing Customer,52,F,2,College,Single,$40K - $60K,Silver,47,6,2,3,7469,2338,5131,33,0.313,none,2018
806392908,Attrited Customer,52,F,2,College,Single,$40K - $60K,Silver,59,6,5,3,7469,660,5131,82,0.09,Q3,2019
807369708,Existing Customer,52,M,3,Graduate,Married,$60K - $80K,Silver,47,3,2,4,6355,0,6355,74,0,none,2018
807369708,Attrited Customer,52,M,3,Graduate,Married,$60K - $80K,Silver,59,3,0,4,6355,495,6355,75,0.08,Q2,2019
808669083,Existing Customer,52,F,1,Graduate,Married,Less than $40K,Blue,59,3,4,3,1600,462,1438.3,30,0.29,none,2019
808669083,Existing Customer,52,F,1,Graduate,Married,Less than $40K,Blue,47,3,1,3,1438.3,0,1438.3,68,0,none,2018
808753758,Existing Customer,52,M,2,Graduate,Divorced,$120K +,Gold,47,5,2,2,29695,1525,28170,71,0.051,none,2018
808753758,Existing Customer,52,M,2,Graduate,Divorced,$120K +,Gold,59,5,2,2,29695,893,28170,65,0.03,none,2019
809540733,Existing Customer,52,M,2,College,Married,$60K - $80K,Silver,47,1,1,1,11358,1425,9933,92,0.125,none,2018
809540733,Existing Customer,52,M,2,College,Married,$60K - $80K,Silver,59,1,4,1,11358,1149,9933,67,0.1,none,2019
810493458,Existing Customer,52,F,1,College,Single,Less than $40K,Blue,59,6,3,3,4058,1186,2709,77,0.29,none,2019
810493458,Existing Customer,52,F,1,College,Single,Less than $40K,Blue,47,6,1,3,4058,1349,2709,72,0.332,none,2018
811604133,Existing Customer,52,F,2,College,Married,Less than $40K,Blue,48,3,0,2,2492,1382,932,94,0.55,none,2019
811912608,Existing Customer,52,F,3,Graduate,Married,$40K - $60K,Blue,59,3,2,0,2741,1400,1102,60,0.51,none,2019
811912608,Existing Customer,52,F,3,Graduate,Married,$40K - $60K,Blue,47,3,2,0,2741,1639,1102,87,0.598,none,2018
813261408,Existing Customer,52,F,1,College,Married,Less than $40K,Blue,59,6,1,3,2000,1221,813,79,0.61,none,2019
816312633,Existing Customer,52,F,3,College,Married,$40K - $60K,Silver,47,6,3,3,4717,0,4717,66,0,none,2018
816312633,Existing Customer,52,F,3,College,Married,$40K - $60K,Silver,59,6,5,3,4717,1344,4717,81,0.28,none,2019
816319008,Existing Customer,52,F,2,College,Single,$60K - $80K,Silver,47,6,3,3,13276,1917,11359,33,0.144,none,2018
816319008,Existing Customer,52,F,2,College,Single,$60K - $80K,Silver,59,6,6,3,13276,1247,11359,54,0.09,none,2019
818294958,Existing Customer,52,M,2,College,Married,$120K +,Gold,47,3,3,2,27347,719,26628,77,0.026,none,2018
818294958,Existing Customer,52,M,2,College,Married,$120K +,Gold,59,3,2,2,27347,365,26628,102,0.01,none,2019
818729208,Existing Customer,52,M,3,Graduate,Married,$60K - $80K,Silver,47,3,3,3,8185,941,7244,77,0.115,none,2018
818729208,Existing Customer,52,M,3,Graduate,Married,$60K - $80K,Silver,59,3,5,3,8185,1212,7244,31,0.15,none,2019
818993508,Existing Customer,52,F,3,Graduate,Married,$40K - $60K,Blue,47,4,4,2,2577,879,1698,75,0.341,none,2018
818993508,Existing Customer,52,F,3,Graduate,Married,$40K - $60K,Blue,59,4,5,2,2577,1343,1698,67,0.52,none,2019
819612933,Existing Customer,52,M,3,Graduate,Married,$80K - $120K,Gold,47,1,3,3,25410,0,25410,70,0,none,2018
819612933,Existing Customer,52,M,3,Graduate,Married,$80K - $120K,Gold,59,1,3,3,25410,318,25410,91,0.01,none,2019
820394733,Existing Customer,52,M,0,College,Single,$120K +,Platinum,47,2,1,1,34516,1464,33052,87,0.042,none,2018
820394733,Existing Customer,52,M,0,College,Single,$120K +,Platinum,59,2,1,1,34516,435,33052,63,0.01,none,2019
820848408,Existing Customer,52,F,3,High School,Divorced,Less than $40K,Blue,48,5,5,2,1438.3,771,667.3,74,0.536,none,2018
820848408,Existing Customer,52,F,3,High School,Divorced,Less than $40K,Blue,60,5,6,2,1600,400,667.3,104,0.25,none,2019
821150958,Existing Customer,52,M,2,Graduate,Married,$40K - $60K,Blue,59,3,2,1,2047,891,1382,33,0.44,none,2019
821150958,Existing Customer,52,M,2,Graduate,Married,$40K - $60K,Blue,47,3,1,1,2047,665,1382,66,0.325,none,2018
822112383,Existing Customer,52,M,3,College,Married,Less than $40K,Blue,60,5,6,2,1600,886,1438.3,49,0.55,none,2019
822112383,Existing Customer,52,M,3,College,Married,Less than $40K,Blue,48,5,1,2,1438.3,0,1438.3,73,0,none,2018
823149483,Existing Customer,52,F,1,Uneducated,Single,Less than $40K,Blue,48,1,5,3,1766,0,1766,76,0,none,2018
823149483,Existing Customer,52,F,1,Uneducated,Single,Less than $40K,Blue,60,1,1,3,1766,574,1766,98,0.33,none,2019
823863033,Existing Customer,52,M,2,Doctorate,Married,$80K - $120K,Platinum,60,6,0,1,34516,896,33043,35,0.03,none,2019
823863033,Existing Customer,52,M,2,Doctorate,Married,$80K - $120K,Platinum,48,6,6,1,34516,1473,33043,73,0.043,none,2018
823928058,Existing Customer,52,F,2,College,Married,$40K - $60K,Silver,48,3,2,4,5299,578,4721,79,0.109,none,2018
823928058,Existing Customer,52,F,2,College,Married,$40K - $60K,Silver,60,3,1,4,5299,816,4721,35,0.15,none,2019
825831933,Existing Customer,52,F,4,Graduate,Married,Less than $40K,Blue,60,4,3,2,3136,1308,2033,29,0.42,none,2019
825831933,Existing Customer,52,F,4,Graduate,Married,Less than $40K,Blue,48,4,2,2,3136,1103,2033,81,0.352,none,2018
826478958,Existing Customer,52,M,1,College,Married,$40K - $60K,Blue,48,4,3,3,2066,1601,465,41,0.775,none,2018
826478958,Existing Customer,52,M,1,College,Married,$40K - $60K,Blue,60,4,1,3,2066,630,465,41,0.3,none,2019
826762908,Existing Customer,52,M,3,College,Married,$60K - $80K,Silver,48,3,2,0,11976,1273,10703,36,0.106,none,2018
826762908,Existing Customer,52,M,3,College,Married,$60K - $80K,Silver,60,3,6,0,11976,932,10703,116,0.08,none,2019
900201730,Existing Customer,52,M,0,Graduate,Single,$60K - $80K,Silver,59,4,5,5,13114,1070,10867,110,0.08,none,2019
900201734,Existing Customer,52,M,0,Graduate,Single,$80K - $120K,Platinum,14,6,3,4,34516,1019,34516,111,0.03,none,2019
900201746,Existing Customer,52,M,3,Graduate,Married,$80K - $120K,Gold,57,6,3,3,19032,1245,19032,50,0.07,none,2019
900201763,Existing Customer,52,F,1,Graduate,Single,Less than $40K,Blue,29,3,0,4,1842,240,1217,65,0.13,none,2019
900201781,Existing Customer,52,F,3,High School,Divorced,$40K - $60K,Silver,29,3,6,1,6629,591,4112,102,0.09,none,2019
900201787,Existing Customer,52,M,3,Graduate,Married,$60K - $80K,Silver,17,2,0,4,13354,444,13354,54,0.03,none,2019
900201823,Existing Customer,52,M,3,Graduate,Married,$60K - $80K,Silver,54,4,0,3,15011,769,12494,67,0.05,none,2019
900201866,Existing Customer,52,M,3,Graduate,Married,$60K - $80K,Silver,51,3,5,3,11606,760,11606,46,0.07,none,2019
900201913,Existing Customer,52,M,0,Graduate,Single,$120K +,Platinum,33,6,2,3,34516,510,34516,59,0.01,none,2019
900201927,Existing Customer,52,F,1,Uneducated,Single,Less than $40K,Blue,56,5,6,4,2000,632,1717,57,0.32,none,2019
900201968,Existing Customer,52,M,1,Graduate,Divorced,$60K - $80K,Silver,18,4,6,2,5763,356,5763,114,0.06,none,2019
900201991,Existing Customer,52,M,2,Graduate,Married,$120K +,Gold,23,1,4,1,31668,1357,30858,121,0.04,none,2019
900201992,Existing Customer,52,F,1,College,Single,Less than $40K,Blue,34,5,1,6,1764,556,1764,32,0.32,none,2019
900202039,Existing Customer,52,M,2,Graduate,Single,$40K - $60K,Blue,44,2,2,3,3460,1215,3460,36,0.35,none,2019
900202048,Existing Customer,52,M,3,Doctorate,Married,$120K +,Platinum,24,1,4,3,34516,995,33966,49,0.03,none,2019
900202072,Existing Customer,52,F,3,High School,Married,$40K - $60K,Blue,26,3,4,1,2003,1143,268,121,0.57,none,2019
900202097,Existing Customer,52,M,1,Uneducated,Married,Less than $40K,Blue,22,2,2,3,2000,1147,24,69,0.57,none,2019
900202101,Existing Customer,52,F,3,College,Married,$40K - $60K,Blue,14,3,0,3,3474,717,3474,121,0.21,none,2019
900202120,Existing Customer,52,F,1,Graduate,Married,Less than $40K,Blue,56,2,4,4,2000,1471,2437,40,0.74,none,2019
900202154,Existing Customer,52,F,5,Graduate,Married,$40K - $60K,Silver,51,4,6,3,9611,1470,9611,89,0.15,none,2019
900202155,Existing Customer,52,F,3,Graduate,Married,Less than $40K,Blue,13,3,6,2,4173,1118,2402,98,0.27,none,2019
900202172,Existing Customer,52,F,2,Graduate,Married,$40K - $60K,Blue,17,5,0,4,2160,880,2160,65,0.41,none,2019
900202176,Existing Customer,52,M,2,Graduate,Married,$80K - $120K,Platinum,15,4,0,3,33180,1107,32669,48,0.03,none,2019
900202213,Existing Customer,52,F,3,College,Married,$40K - $60K,Silver,27,4,2,3,5941,1478,5941,102,0.25,none,2019
900202226,Existing Customer,52,M,5,College,Married,$40K - $60K,Blue,31,1,2,3,4503,374,4503,39,0.08,none,2019
900202231,Existing Customer,52,M,2,High School,Single,Less than $40K,Blue,60,4,5,3,2954,1231,437,76,0.42,none,2019
900202236,Existing Customer,52,M,2,Graduate,Single,$40K - $60K,Blue,60,1,5,2,3401,328,3401,56,0.1,none,2019
900202238,Existing Customer,52,F,5,College,Married,Less than $40K,Silver,53,1,6,1,5155,1170,5155,97,0.23,none,2019
900202247,Existing Customer,52,F,0,Graduate,Single,Less than $40K,Blue,32,2,2,2,3000,578,34516,66,0.19,none,2019
900202270,Existing Customer,52,M,2,Graduate,Married,$60K - $80K,Silver,14,2,3,4,8906,491,8906,43,0.06,none,2019
900202272,Existing Customer,52,M,0,Graduate,Single,$40K - $60K,Blue,22,2,3,5,3570,1137,1053,86,0.32,none,2019
900202286,Existing Customer,52,F,2,Graduate,Married,Less than $40K,Blue,57,4,0,2,1666,961,853,80,0.58,none,2019
900202297,Existing Customer,52,F,3,High School,Married,Less than $40K,Blue,36,2,6,3,1572,273,1572,29,0.17,none,2019
900202300,Existing Customer,52,M,4,College,Married,Less than $40K,Blue,33,2,2,5,1606,672,1606,83,0.42,none,2019
900202302,Existing Customer,52,M,0,Graduate,Married,$40K - $60K,Blue,51,1,6,2,3768,1325,3768,101,0.35,none,2019
900202322,Existing Customer,52,F,1,Graduate,Married,$40K - $60K,Blue,47,4,3,2,3319,1481,3319,91,0.45,none,2019
900202331,Existing Customer,52,F,3,High School,Married,Less than $40K,Blue,32,3,6,4,1644,976,1144,122,0.59,none,2019
900202341,Existing Customer,52,F,2,Graduate,Married,$40K - $60K,Blue,25,3,0,3,2796,895,2796,37,0.32,none,2019
900202377,Existing Customer,52,F,1,High School,Single,Less than $40K,Blue,18,1,0,3,3074,1055,3074,37,0.34,none,2019
900202395,Existing Customer,52,M,3,College,Married,$80K - $120K,Gold,48,2,3,4,29149,1426,29149,35,0.05,none,2019
900202424,Existing Customer,52,M,0,Graduate,Single,$60K - $80K,Silver,36,3,0,3,11619,1319,11619,37,0.11,none,2019
900202433,Existing Customer,52,F,4,College,Married,Less than $40K,Blue,34,1,0,2,1695,1011,1695,63,0.6,none,2019
900202442,Existing Customer,52,M,3,Graduate,Married,$60K - $80K,Silver,14,6,0,4,6824,350,4307,31,0.05,none,2019
900202471,Existing Customer,52,M,2,College,Single,$60K - $80K,Silver,16,2,0,2,10309,897,10309,27,0.09,none,2019
900202474,Existing Customer,52,F,2,Graduate,Single,$40K - $60K,Blue,20,4,0,3,2168,1329,845,68,0.61,none,2019
708177333,Existing Customer,51,F,2,High School,Married,$40K - $60K,Silver,36,5,3,0,11261,2485,8776,26,0.221,none,2018
708177333,Existing Customer,51,F,2,High School,Married,$40K - $60K,Silver,48,5,0,0,11261,1158,8776,87,0.1,none,2019
